
Parameter File Name is: hw3_t4t_t42t.params

Setting up Fitness Function.....Iterated Prisoner's Dilemma
1	1	5.960	4.970	1.054
1	2	5.960	5.000	2.279
1	3	5.960	5.000	2.988
1	4	5.960	4.980	3.104
1	5	5.960	5.000	3.124
1	6	5.960	5.000	3.125
1	7	5.960	5.000	3.137
1	8	5.960	5.000	3.101
1	9	5.960	5.000	3.130
1	10	5.960	5.000	3.153
1	11	5.960	5.000	3.154
1	12	5.960	5.000	3.138
1	13	5.960	5.000	3.094
1	14	5.960	5.000	3.075
1	15	5.960	5.000	3.120
1	16	5.960	5.000	3.143
1	17	5.960	5.000	3.119
1	18	5.960	5.000	3.159
1	19	5.960	5.000	3.153
1	20	5.960	5.000	3.135
1	21	5.960	5.000	3.135
1	22	5.960	5.000	3.130
1	23	5.960	5.000	3.145
1	24	5.960	5.000	3.135
1	25	5.960	5.000	3.143
1	26	5.960	5.000	3.149
1	27	5.960	5.000	3.106
1	28	5.960	5.000	3.169
1	29	5.960	5.000	3.153
1	30	5.960	5.000	3.099
1	31	5.960	5.000	3.135
1	32	5.960	5.000	3.169
1	33	5.960	5.000	3.133
1	34	5.960	5.000	3.143
1	35	5.960	5.000	3.137
1	36	5.960	5.000	3.133
1	37	5.960	5.000	3.162
1	38	5.960	5.000	3.169
1	39	5.960	5.000	3.133
1	40	5.960	5.000	3.145
1	41	5.960	5.000	3.153
1	42	5.960	5.000	3.135
1	43	5.960	5.000	3.137
1	44	5.960	5.000	3.117
1	45	5.960	5.000	3.130
1	46	5.960	5.000	3.138
1	47	5.960	5.000	3.178
1	48	5.960	5.000	3.159
1	49	5.960	5.000	3.145
1	50	5.960	5.000	3.120
Executing FF Gene Output
1	B	5.96

2	1	5.960	4.990	1.078
2	2	5.960	5.000	2.234
2	3	5.960	5.000	3.063
2	4	5.960	5.000	3.140
2	5	5.960	5.000	3.153
2	6	5.960	5.000	3.169
2	7	5.960	5.000	3.162
2	8	5.960	4.980	3.154
2	9	5.960	5.000	3.162
2	10	5.960	5.000	3.162
2	11	5.960	5.000	3.137
2	12	5.960	5.000	3.146
2	13	5.960	5.000	3.146
2	14	5.960	4.980	3.127
2	15	5.960	5.000	3.151
2	16	5.960	5.000	3.135
2	17	5.960	5.000	3.112
2	18	5.960	4.980	3.125
2	19	5.960	4.960	3.133
2	20	5.960	5.000	3.159
2	21	5.960	5.000	3.154
2	22	5.960	4.980	3.080
2	23	5.960	4.960	3.106
2	24	5.960	5.000	3.129
2	25	5.960	4.980	3.162
2	26	5.960	5.000	3.161
2	27	5.960	5.000	3.151
2	28	5.960	5.000	3.178
2	29	5.960	5.000	3.154
2	30	5.960	5.000	3.138
2	31	5.960	5.000	3.162
2	32	5.960	4.980	3.154
2	33	5.960	5.000	3.137
2	34	5.960	5.000	3.161
2	35	5.960	4.960	3.154
2	36	5.960	5.000	3.169
2	37	5.960	5.000	3.145
2	38	5.960	5.000	3.117
2	39	5.960	5.000	3.133
2	40	5.960	4.980	3.151
2	41	5.960	5.000	3.153
2	42	5.960	4.980	3.151
