
Parameter File Name is: hw3_prob_self.params

Setting up Fitness Function.....Iterated Prisoner's Dilemma
1	1	4.215	3.710	1.413
1	2	4.220	3.520	1.778
1	3	4.270	3.560	1.731
1	4	4.572	3.920	1.515
1	5	4.927	3.990	2.040
1	6	4.962	4.000	2.399
1	7	4.947	4.000	2.494
1	8	4.987	4.000	2.517
1	9	4.983	4.000	2.482
1	10	4.955	4.000	2.496
1	11	4.933	4.000	2.492
1	12	4.950	4.000	2.486
1	13	4.966	4.000	2.482
1	14	5.000	4.010	2.383
1	15	4.941	4.000	2.393
1	16	4.926	4.000	2.389
1	17	4.969	4.000	2.380
1	18	4.945	4.000	2.402
1	19	4.979	4.000	2.408
1	20	4.947	4.000	2.503
1	21	4.953	4.000	2.464
1	22	4.993	4.000	2.523
1	23	4.952	4.000	2.480
1	24	4.969	4.000	2.529
1	25	5.000	4.010	2.545
1	26	4.987	4.000	2.545
1	27	4.978	4.000	2.564
1	28	4.981	4.000	2.580
1	29	4.940	4.000	2.517
1	30	4.992	4.000	2.513
1	31	4.962	4.000	2.545
1	32	4.973	4.000	2.552
1	33	4.985	4.000	2.486
1	34	4.994	4.000	2.519
1	35	4.960	4.000	2.496
1	36	4.957	4.000	2.594
1	37	5.000	4.010	2.527
1	38	4.991	4.000	2.490
1	39	4.958	4.000	2.535
1	40	4.978	4.000	2.539
1	41	4.964	4.000	2.515
1	42	4.948	4.000	2.443
1	43	4.942	4.000	2.445
1	44	4.977	4.000	2.588
1	45	4.928	4.000	2.464
1	46	4.970	4.000	2.556
1	47	5.000	4.010	2.578
1	48	4.957	4.000	2.578
1	49	4.986	4.000	2.568
1	50	4.991	4.000	2.613
Executing FF Gene Output
1	B	5.0

2	1	4.214	3.750	1.344
2	2	4.127	3.430	1.916
2	3	4.110	3.450	1.885
2	4	4.130	3.320	2.081
2	5	4.061	3.270	2.136
2	6	4.068	3.260	2.154
2	7	4.109	3.230	2.192
2	8	4.109	3.230	2.190
2	9	4.048	3.200	2.220
2	10	4.096	3.260	2.156
2	11	4.139	3.330	2.058
2	12	4.097	3.260	2.151
2	13	4.122	3.240	2.177
2	14	4.038	3.100	2.331
2	15	4.068	3.210	2.210
2	16	4.104	3.170	2.263
2	17	4.201	3.190	2.228
2	18	4.418	3.700	1.592
2	19	4.816	3.960	1.642
2	20	4.827	3.990	1.801
2	21	4.655	3.980	1.781
2	22	4.758	3.980	1.812
2	23	4.787	3.990	1.957
2	24	4.839	4.000	1.902
2	25	4.769	4.000	1.941
2	26	4.842	4.000	1.933
2	27	4.802	4.000	1.959
2	28	4.895	4.000	2.025
2	29	4.784	4.000	1.995
2	30	4.823	4.000	1.967
2	31	4.824	3.990	1.957
2	32	4.815	4.000	1.972
2	33	4.864	3.990	2.084
2	34	4.864	4.000	2.052
2	35	4.778	4.000	2.028
2	36	4.795	3.990	2.010
2	37	4.809	4.000	2.091
2	38	4.777	4.000	1.969
2	39	4.763	3.980	2.005
2	40	4.805	4.000	2.018
2	41	4.751	3.990	1.941
2	42	4.874	4.000	2.008
2	43	4.861	4.000	2.052
2	44	4.884	3.990	2.065
2	45	4.900	4.000	2.120
2	46	4.888	3.990	2.079
2	47	4.816	4.000	2.042
2	48	4.905	4.000	2.103
2	49	4.792	4.000	2.030
2	50	4.829	3.990	2.127
Executing FF Gene Output
2	B	4.905

3	1	4.219	3.720	1.404
3	2	4.183	3.370	1.993
3	3	4.106	3.330	2.040
3	4	4.077	3.090	2.334
3	5	4.085	3.160	2.253
3	6	4.104	3.120	2.291
3	7	4.053	3.150	2.262
3	8	4.067	3.150	2.267
3	9	4.109	3.170	2.232
3	10	4.093	3.150	2.258
3	11	4.102	3.130	2.286
3	12	4.110	3.110	2.291
3	13	4.112	3.140	2.279
3	14	4.071	3.120	2.286
3	15	4.090	3.110	2.300
3	16	4.086	3.110	2.300
3	17	4.070	3.090	2.294
3	18	4.087	3.130	2.277
3	19	4.039	3.060	2.330
3	20	4.122	3.120	2.271
3	21	4.107	3.110	2.287
3	22	4.040	3.120	2.289
3	23	4.107	3.130	2.279
3	24	4.145	3.200	2.216
3	25	4.108	3.190	2.219
3	26	4.102	3.150	2.258
3	27	4.041	3.120	2.280
3	28	4.063	3.160	2.239
3	29	4.090	3.130	2.257
3	30	4.058	3.050	2.341
3	31	4.045	3.050	2.326
3	32	4.050	3.020	2.363
3	33	3.986	3.000	2.333
3	34	3.995	3.000	2.305
3	35	4.039	3.010	2.261
3	36	4.033	3.010	2.265
3	37	3.999	3.000	2.276
3	38	3.998	3.000	2.309
3	39	4.067	3.020	2.305
3	40	4.050	3.030	2.303
3	41	4.103	3.010	2.335
3	42	4.086	3.030	2.309
3	43	4.042	3.030	2.307
3	44	4.038	3.030	2.300
3	45	3.986	3.000	2.342
3	46	4.071	3.060	2.293
3	47	4.032	3.040	2.324
3	48	4.042	3.090	2.261
3	49	4.045	3.020	2.348
3	50	4.075	3.050	2.311
Executing FF Gene Output
3	B	4.218999999999999

4	1	4.218	3.600	1.651
4	2	4.171	3.550	1.723
4	3	4.146	3.200	2.232
4	4	4.100	3.280	2.082
4	5	4.067	3.130	2.255
4	6	4.122	3.190	2.212
4	7	4.041	3.100	2.314
4	8	4.046	3.050	2.371
4	9	4.050	3.070	2.358
4	10	4.068	3.060	2.358
4	11	4.042	3.070	2.358
4	12	4.010	3.010	2.414
4	13	4.031	3.020	2.395
4	14	4.073	3.060	2.363
4	15	4.017	3.020	2.404
4	16	4.059	3.090	2.327
4	17	4.064	3.040	2.380
4	18	4.035	3.030	2.357
4	19	4.003	3.010	2.402
4	20	4.016	3.010	2.372
4	21	4.029	3.010	2.353
4	22	4.011	3.010	2.366
4	23	3.999	3.000	2.389
4	24	4.028	3.030	2.355
4	25	4.007	3.010	2.383
4	26	4.007	3.040	2.324
4	27	3.997	3.000	2.357
4	28	4.037	3.010	2.335
4	29	3.996	3.000	2.355
4	30	3.973	3.000	2.366
4	31	3.984	3.000	2.359
4	32	3.982	3.000	2.333
4	33	4.019	3.010	2.314
4	34	3.985	3.000	2.340
4	35	3.981	3.000	2.322
4	36	3.978	3.000	2.325
4	37	3.956	3.000	2.325
4	38	3.928	3.000	2.307
4	39	3.945	3.000	2.305
4	40	4.004	3.010	2.309
4	41	3.919	3.000	2.307
4	42	3.964	3.000	2.276
4	43	3.924	3.000	2.294
4	44	3.962	3.000	2.279
4	45	3.979	3.000	2.290
4	46	3.954	3.000	2.254
4	47	3.961	3.000	2.272
4	48	3.949	3.000	2.279
4	49	3.919	3.000	2.265
4	50	3.932	3.000	2.252
Executing FF Gene Output
4	B	4.218

5	1	4.233	3.580	1.683
5	2	4.133	3.330	2.045
5	3	4.105	3.080	2.328
5	4	4.081	3.040	2.361
5	5	4.036	3.010	2.355
5	6	3.971	3.000	2.372
5	7	3.992	3.000	2.353
5	8	3.965	3.000	2.327
5	9	3.949	3.000	2.333
